,labels,content_clean,mapping
7213,0,da best piece of pussy i got was from a bitch at waffle house that hoe was from mississippi.. pussy was tight and slippery ,not-hate
7214,0,I will show you mine if you show me yours ,not-hate
7215,1," you got reply in before mine, but what I am pointing out is women work their lives around being safe from *some men*, not all men ",hate
7216,0, especially ca!?! please!!!!!!  ice  uscitizensonlyvote illegals met with  iceagents and arrested and deported permanently!?!  buildthedamnwall  nodaca  nodems new ppl only!?! ,not-hate
7217,0,"heard anything about this on your local news?  this is my shocked face.""a 46 year old muslim refugee from... ",not-hate
7218,1,the amount of stupid people in this world really makes me consider wearing condoms... I am not going to but i be considering it ,hate
7219,1,lawyers defending immigrant children in detention are relying on a court case from the 1980s  a 15 year old fleeing violence in el salvador came to the us in 1985. her case set in motion a supreme court decision that would affect…  https   t.co uqbkdm2ecv ,hate
7220,0,'boys seem to like the girls that laugh at anything'.... unless it is their dick size ,not-hate
7221,0,we have already accepted many of these refugees with more to come.  come on america  government  wake up! ,not-hate
7222,1,"banning ""hate speech"" is directly proportional to crime rise in germany by sharia enablers.""hate speech"" is a tool to hide un's mass immigration to conquer the west.  unitedagainstsharia ",hate
7223,0,i can not believe it took this bitch 2 weeks to ship my damn cdg fur coat fucking who are I am paying you!! do your job. ,not-hate
7224,0,she want to be a stingray so bad ,not-hate
7225,0,how can you not engage? as enraging as it all is... fuck it all off i say. turn off the power. reset. reboot. escape the cunt booth. ,not-hate
7226,0,great article about title ix and why it needs to be removed as soon as possible. 45 years of crap. it needs to go. ,not-hate
7227,1,you people have energy for these sort of pedestrian thinking. the chinese have one the highest immigrant population in the world. are they a poor country? ,hate
7228,1,I would punch that cunt in the fuckin mouth. idgaf if she is a woman ,hate
7229,0,"ms 13 suspect who allegedly killed man, burned body entered us as 'unaccompanied alien child'https   t.co 7swcaaakk5 buildthewall  deportationsequalpublicsafety  animalbehavior illegalalieninvasion  notsurprised  openborders  preventabledeath  stoptheinvasion ",not-hate
7230,0,  bitch shut the fuck up ,not-hate
7231,0, amen   see 'canada in decay' by ricardo duchesne for the similar reality of canada.we are not nations of immigrants. ,not-hate
7232,0,"    such crimes must attract severest punishment,say min jail term of 25y.if they r illegal migrants,force them to leave the country immediately ",not-hate
7233,0,tomorrow is  worldrefugeeday ,not-hate
7234,1,"brigitte huss, and anyone in  germany, and who has worked with syrian refugees, can you help khaled find good housing for his parents? they need affordable, clean and healthy apartment.vielen dank!carol ",hate
7235,1,"calais jungle refugees get a grip france they are visitors ,they have no rights or in a position to demand ,europe needs to get a grip ",hate
7236,1,jervea ass about to really come up missing stupid hoe got me sick person facepalmingmedium dark skin tone‍male sign️ ,hate
7237,1, stop talking about the flag you do not give a shit about a soldier or a flag draft dodging treasonous mein kunt grimy bitch ,hate
7238,1, i heart trump  trumptrain  buildthatwall 486 ,hate
7239,0,reason  346738 why some women are stupid as fuck ,not-hate
7240,0,the effect of the 2015 refugee crisis on the share of attitude radicals ,not-hate
7241,1,  only time of the year you look normal ya kunt ,hate
7242,1, dick????loudly crying faceloudly crying face.. are you seriois now unamused face ,hate
7243,0, drunk driver' killed oregon couple on motorcycle via  ,not-hate
7244,1,'as a woman i am absolutely appalled about the way things have become beyond hysterical. men are now…' — gumblina1 ,hate
7245,1,"illegal immigrant beheads 13 year old special needs girl, murders grandmother, officials say by   aag ",hate
7246,0,  curt you slag stones off constantly face with tears of joy ,not-hate
7247,0,"shut the fuck up, jonghyun died as a decent person who made a lot for the music industry, not as a women abuser bitch ",not-hate
7248,0, oh haiiiiiii new moon face ,not-hate
7249,1,where europe’s migrants are ,hate
7250,0," tough decisions mean easy ones, ban those families who supported isis in germany !!  they murdered many and if you do not learn from recent events like mass immigration rises in rape and crime , family isis deserve no return to the country the ",not-hate
7251,0,catholic activists call for inquiry after 2 boats tried to cross border ahead of malaysian crackdown on illegal workers  ucanews  thereforthevoiceless  migrants  indonesia  malaysia      ,not-hate
7252,0,literally you keep minseok’s name out of your dirty who are mouth you can shit talk me all you want you cunt but leave him alone. ,not-hate
7253,0,"you can not be “pro  sexual liberation”  for women especially  and be “anti  hoe” by calling people you do not like “slut, hoe, who are”. ",not-hate
7254,0,stop tweeting about football. you are a girl and you opinion does not count.   womensuck ,not-hate
7255,0," buildthatwall now.i am tired of the conversation.so tired of  refusing to  buildthatwall.@gop, think we will not remember? ",not-hate
7256,1,sturgeon learn from the uk vote immigration will be your own down fall stay in europe but with strong immigration rules or ignore and fall ,hate
7257,0,                 please follow back  turn ,not-hate
7258,1,and i was cool with both guys face with tears of joy shows you women are sneaky and are not shit just like niggas. always knew my baby mama was a hoe loudly crying face ,hate
7259,0,switzerland denies citizenship to all migrants and refugees who abused the welfare system   free speech time    ,not-hate
7260,1,what is this women covering up on her head with all these carnival dollar store hats she wears? is there a big hole… ,hate
7261,1,when she asks 'what that mouth do?' ,hate
7262,0," well you cock sucking bitch from fl , keep your fucking cunt mouth closed , look for fire ",not-hate
7263,1,compromise in migration dispute that threatened merkel's govt ,hate
7264,1,retweet  'like i said what princess wants princess gets' no bitch you are not royalty  womensuck ,hate
7265,1,the hill | breaking  the  unitednations migration agency has rejected...  trump  kenisaacs  president ,hate
7266,1,"to everyone saying hyuna ruined edawn and pentagon needs to shut the fuck up. she did not ruin it, you all who complained and sent hate to her did. because of you all sensitive and jealous asses this is what we, actual fans get. ",hate
7267,0," the queen of hysterical women tweets bitterly, terrified of losing her crown. ",not-hate
7268,0, muslims are in direct conflict with our  constitution there should never be even a hint of  sharialaw in usa.  buildthewall  nodaca  maga  q  wwg1wga  nochainmigration  kag  walkaway ,not-hate
7269,0,"the eu will keep his refugees and do not realize that its a selfkilling programm. orban is right  stop the refugees, otherwise the eu will be finished. ",not-hate
7270,1, we are too brother. thanks for the support we would love you to come meet with us  maledominance ,hate
7271,0,refugees welcome... but not in any of their homes. ,not-hate
7272,0,i just published “what the great wall of china….” ,not-hate
7273,1,                  definitely the hottest bitch ever ................ ali tmak  . ,hate
7274,1,immigration why us 2 million eu migrants allowed and their families also more money leaving the eu no that is to pay for their passage to get to the uk... ,hate
7275,1,"as we continue to serve immigrants and refugees in memphis, the mid south, and across the country, it is more... ",hate
7276,0,ny times  cohen recorded trump talk of payments ,not-hate
7277,0,"while applauding minimum wage rise, do remember all workers in australia, including migrant workers, are entitled to it. ðÿ’ªhttps   t.co qxg177zafz ",not-hate
7278,0,"cheap woman ,expensive woman ,black woman ,white woman , colored woman ,short woman tall woman short woman slut who are ,boss lady,you got woman,pretty woman,thick woman ,thin woman etc give them names but they still women n women are one of god's greatest creation ",not-hate
7279,0,"how far can you push working people ? a billion to syrian refugees and tax credits which top up peoples wages cut , our children starve too ",not-hate
7280,0,"kashdoll said speaking headyou all hoes kill me always want the next bitch issue, bitch you want her life but do not know what she been threw hundred pointsdouble exclamation mark️ ",not-hate
7281,0,men say women are crazy but then message them 15 times and call them a bitch and cry about being friend zoned ,not-hate
7282,0, grabem by the pussy yet still elected .... shut the fuck up ... you do talk that way and you are in camera doing it ,not-hate
7283,0, you a lying hoe ,not-hate
7284,0, seth robbed my pussy heart with arrowheart with arrow oomf sweetie i am so sorry that you have to deal with this annoying bitch ,not-hate
7285,1,first of all ya dick is too mediocre to be having your ugly ass bitch come at me in such manner ,hate
7286,1, you are a kunt ,hate
7287,1,"by pursuing such a reckless and irresponsible course of action, the us is not just creating a situation of hardship and cruelty for the palestinian refugees,— ",hate
7288,0, what i find amusing is the hysterical woman sitting next to  ,not-hate
7289,1,"vienna  after 7 years the city has over 1,8 mio. people. more than a third are foreigners, mostly refugees. syrieans, afghanis and somalien are top. ",hate
7290,1,"anyone remember the eddie murphy skit where he posed as a white man? ""I am trying to buy this newspaper""  it needs to be redone. except as an illegal immigrant instead of as a white man. ",hate
7291,1, because nobody wants to watch a nasty skank bitch run her mouth! ,hate
7292,0,everyone makes mistakes. but only women do not admit theirs  womensuck ,not-hate
7293,0, you betta beat down each one of them with your cunt ,not-hate
7294,1,how can you say stfu and leave me alone in a good way? laughing out loud ,hate
7295,0,   omg hysterical you posted this since i was watching how 10 random people became famous on youtube and look who it is!!!! you and dancing man! ,not-hate
7296,0, lmfao shut the fuck up with your brentwood academy havin ass. you all have one of the worst qbs in the league as far as td int ratio go but you hate on every other quarterback.... sit your pussy ass down and get swept by the titans again. ,not-hate
7297,1, you who are ! stanking ass who are ! dick sucking ass who are  wit  bitch ! ,hate
7298,1,"anyone would think that julie hartley brewer is jealous of rape victims, the way the vacuous, malicious cunt is going on about it. ",hate
7299,1,  excuse me? everyone likes it!!! bitch if you do not fuck off this world! what a hoe! unamused face ,hate
7300,0,"if you do not love and hate me at the same time, then we probably are not really friends ",not-hate
7301,1,when someone leaves a dumb comment ,hate
7302,1,its a good thing i always wear a glove on my left hand because if i ever had to touch hands with a woman my iq would totally drop to 0 laughing out loud ,hate
7303,1,"if illegals do not want to be separated from their children at the border,this can easily be prevented. do not illegally cross the order. why does anyone expect them to be rewarded for committing a crime?  sendthemback  buildthewal  nodaca  trump ",hate
7304,1, maybe if you women were not so fucking indecisive you would understand ,hate
7305,1, when will the kenyan woman learn to say 'my man' abi carry ya own cross not all men are de same  mainaandkingangi ,hate
7306,0,  cbcnn maybe the haitian civil war can be explained as to the large numbers of refugees coming into 🇨🇦  oh right there was no civil war just trump saying go home the earthquake is over. ,not-hate
7307,0,‘they have nothing’  how a  20 tip cost an immigrant her airport job ,not-hate
7308,1,the last refuge has a fantastic collection of reports on a business model that profits from illegal immigration.  uniparty  robbingusblind  endchainmigration tcot  ccot  pjnet  qanon ,hate
7309,1,you are a fucking ugly bitch!shut the fuck up??????????????????????????????????????????????????????you just a ugly bitch!fuck you ?????????? ,hate
7310,1,"girl  can i have your number? me  sure girl  can i friend you on facebook? me  oh god no, that is entirely too personal ",hate
7311,0,here comes your third world cultural enrichment  gutmensch  fakefugees  sendthemback  draineurope  draintheelites nuremberg 2.0 3  nexit  voteleave  leaveeu  timmermansforjail  merkelinsknast  sargentiniforprison ,not-hate
7312,0,"the problem with “women are sacred” idea  it is one half of the madonna who are dichotomy, long used to divide women against each other. 1 2 ",not-hate
7313,0,i hate when bitches be actin selfish with the pussy know damn well they out here fuckin the whole city bitch probably burnin smh the nerve ,not-hate
7314,1,"sharyl attkisson hits bill kristol over the head with the cold, hard truth on immigration thanks sharyl ! in the past immigrants were chosen by gov. open borders and no 3rd world trash..bill is a clueless careless twit. ",hate
7315,1,"my grandmother was a maid. those were the only gigs avaliable to dark skinned women in the very early 1900s. through her skil set she became a top home economics professional for chicago wealthy whites. sent my pops to unv chicago, aunt to northwestern. stfu lil bitch. ",hate
7316,0,"lmao,  went off on the who are groupie hoe in scott’s bathroom. yes bitch! ",not-hate
7317,1,what have they done!? why are we paying tribute to migrant and refugee woman!? they do nothing to better society!? enough virtue signalling!  refugeesnotwelcome  respectvictoria  dingotwitter  nationalism ,hate
7318,0,                      | | shut the fuck up you pussy|                      |          ,not-hate
7319,1,"spain  'spain is becoming the third world,' american tourist almost killed by migrants speaks up  stoptheinvasion  ",hate
7320,0," daca program should be fully restarted, federal judge rules.  enddaca  sendthemback ",not-hate
7321,1," crawl back in your hole, you are nothing but a fame who are tv judge ",hate
7322,1,  who was a  who are?  demi  raps respected women who conducted affairs.  bunters… ,hate
7323,1,greece  refugees want to go home | european journal via  ,hate
7324,1,    three i think. with that hysterical girl aka model. i… ,hate
7325,1,german police arrest group of arab migrants for assaulting a jewish man in a berlin park ,hate
7326,0,you are a major prick! no woman should ever be made to feel scared like that. but fuck you... you did not ruin my day! cunt! ,not-hate
7327,1,i like adult women with big titties. who are over the age of consent. unlike trump and jeffrey epstein who rape 13… ,hate
7328,0,iraqi immigrant who shot cop in the head was never deported despite crime spree via  ,not-hate
7329,0,i do not know anything about that man but i know no woman is obligated to accept his apology for a rape joke... cry about it ,not-hate
7330,1,"states must defy un eu “rules” that hold them hostage regarding deportation, denying entry and self defence.spain an abomination as migrants, smugglers, ngos and mafia determine events.time for pushback now, un eu can do little about it. visegrad  v4. ",hate
7331,0,the latest   uk jury convicts jet ski migrant smugglers ,not-hate
7332,1,"niggas get crafty with diff ways of saying “women do it too” or not all men. any variation will get you blocked, but the effort is funny. ",hate
7333,0,main stream media does not want you to know. ,not-hate
7334,0,idk why people tell me their problems... all i do is repeatedly ask 'why' like a 4 year old that is not getting his way... then i laugh ,not-hate
7335,0,"in the current situation, we can not go back to our homes as myanmar's military has reinforced its troops in  kachin  ucanews  thereforthevoiceless  conflict  myanmar        ",not-hate
7336,1,trump voters should thank these immigrant firefighters for saving their homes.  ,hate
7337,0,I have yet to come across a nice girl. they all end up being bitches in the end  womensuck ,not-hate
7338,0,today we found out my wife was pregnant with a girl. like a normal bitch she can not do anything right ,not-hate
7339,0,hes a try hard cunt who needs to stay away from women as much as possible ,not-hate
7340,0,"   buildthatwall 100  of your tax deductible donation will go to secure americas southern border! together we can save taxpayer money, make our communities safer and build american pride! ",not-hate
7341,0,"facebook's new political advertising policy denounced by immigrant, civil rights groups   fox news  facebook is nothing but  drama  ",not-hate
7342,0,"bitch your a fucking idiot, i do not even need a counter argument. more like you can not take your head out your ass s… ",not-hate
7343,1, asylum seekers should enter at a legal  usa port of entry and not enter illegally! separation only occurs with those breaking american  immigration law!  wakeup  democrats to lies and  walkaway  maga  buildthatwall ,hate
7344,1,     bitch that was same rape case from last year try again ,hate
7345,0,mother of two married to former marine for 18 years deported to mexico ,not-hate
7346,1, has never had a woman accuse him of any inappropriate behavior. but slick willie has been accused of rape by several women. ,hate
7347,0," taylor swift is an untalented skank who can not sing, knows 3 guitar chords, and has an adams apple  womensuck ",not-hate
7348,1,"in 2016, 2,263 christian refugees from iran were welcomed to the you.s. in 2018 only 2 iranian christians have been allowed to the you.s. as refugees. learn from  how the reduction in refugee resettlement has affected persecuted christians. âž ",hate
7349,1,'great ghetto' where hundreds of migrant labourers are living in southern italy as they strike ,hate
7350,1,a bitch out of the hell hole ,hate
7351,0,retweet  when you act interested in a story but really  your thinkin about how you ordered pizza an ho your ago and it still are not here h… ,not-hate
7352,0,there is two types of hoes out here ,not-hate
7353,1,.@teachplusca teacher leaders are working to expand opportunities for english learners in california. read more here. ,hate
7354,0,the indian immigrant community would be *hilarious* ,not-hate
7355,1, did you finally dump that annoying skank? you should give erin another go ,hate
7356,1,"eu court wants to punish chech, poland and hungary, because they do not take refugees. hungary reports that soros has made in the eu this political pressure. ",hate
7357,0,"rene lavice, jareth   let you go  ram   drumnbass ",not-hate
7358,1,female logic  'i have to go through my hoe phase before i can become a real women and be in a relationship.' ,hate
7359,0,it appears that some politicians only think about their vote bank politics .to them national security s secondary.nation should not support these party and abandoned them.illegal migrants have no place in assam. show evidence n stay in assam otherwise go home. ,not-hate
7360,0,"mom  katie why would you send this kind of picture to daddy katie  that is not dad, mom mom  you dirty little who are ",not-hate
7361,1, it is not hysterical or exaggeration. abortion is horrendous. there are other ways to help women in crisis ,hate
7362,0,i will never understand why people can not just fucking mind their own goddamn business why you all up in my barbecue bitch foh ya cunt ,not-hate
7363,0,this bitch  has been with 4 guys since phil’s death but a skank ,not-hate
7364,1,before bed i want to give a shout out to the skank at  mescalcolorado yeah you could have approached me and told... ,hate
7365,1,   okay so there is a solution to this  help them where they are. do not bring them here we can not take in everyone. that is why i support the lebanon policy. 1 4 people in lebanon are refugees. give lebanon the are ,hate
7366,1,when someone says 'happy friday' but you have no life and no plans for the weekend ,hate
7367,0,"report reveals 300,000 illegal migrants living in one french suburb via  ",not-hate
7368,1,when someone that never has any weed asks to hit the blunt ,hate
7369,1,readers respond  kudos on immigrant features ,hate
7370,0,"cnn 8 55am deported parents wait months to reunite with children. . mario russell immigrant and refugee services, catholic charities... ",not-hate
7371,0,* hungary ðÿ‡­ðÿ‡º   leading security expert jã³zsef horvã¡th revealed that between 85 90  of migrants are not “refugees” seeking genuine help but economic migrants.  v4  visegrad ,not-hate
7372,0," no control on population explosion,rapid demographic changes. delhi alone has 10 lacs illegal migrants.everyday you see weird looking characters getting down at nizamuddin. they have encroached all pavements,side lanes on lodi road upto ihc. filth ",not-hate
7373,0,"  I am british and i would welcome him into my home! you do not speak for the british....and funnily enough you did not speak out previously about detaining illegal immigrant families under all 8 years of obama rule, you virue s ",not-hate
7374,0,you are a pussy ass bitch byeee ,not-hate
7375,0,"white heavy check mark why  why are  private contractors at  concentrationcamps with immigrant  boys by hundred still holding boys?   what is the  why?  what have the done or are doing to them?  no trials, no representation, no charges.. minors alone  nobody  asking!!! building an army from bottom up ",not-hate
7376,0,"how about this, go home! if you do not like all your free stuff, leave.  “as the report indicates and the accompanying court filing reaffirms, illegal immigrant families claimed to have suffered from you.s. food, chilly conditions, and disease.” ",not-hate
7377,0,another illegal alien that should not be in america killed an innocent american couple! buildthatwall  buildthewallnow  ,not-hate
7378,1,what the fuck pensive facepensive facepensive faceflushed faceflushed faceflushed face travis your a dumb ass bitch kylie i still love yah girl by the way two heartstwo heartsweary face ,hate
7379,0, utter cunt. I have managed to work for more than 30 years and avoid grabbing women by the pussy. ,not-hate
7380,1,"“when mexico sends its people, they are not sending their best... they are bringing drugs. they are bringing crime. they are rapists. and some, i assume, are good people.” strangely,  depends on foreign workers for his properties.  immigration ",hate
7381,0,has it been a year since trump turned the left into a bunch of hysterical women smiling face with open mouth   closed eyes bloody hell time flies  maga ,not-hate
7382,1,if you think i fuck with that hoe then you a fool ,hate
7383,1,"concern is for the security, culture and identity of the european people.”  accuses spain of encouraging “out of control” immigration.  salvini right on target.  socialists exposing all in euðÿ‘‰others must seal off spain. v4  visegrad ",hate
7384,0,when people hear your name it is all some crazy thot nasty bitch who are shit ,not-hate
7385,1,eat the ass like you are jeffery dahmer... ,hate
7386,1, white bitch it is you i want to rape and fill with my cum and let you full of my load on the ground my b… ,hate
7387,1,if you wonder what skank beat is ,hate
7388,0,take further note america! they want to do this to america! buildthatwall  endillegalimmigration  deportallillegals ,not-hate
7389,0,"ðÿ¥ðÿ¥ babel’s are also looking for a paretweet time british sign language teacher and new trustees, esp those interested in grant applications and or with lived experience of migration. tell your friends and retweet widely!! ðÿ¥ðÿ¥ ",not-hate
7390,1,"girls are not human beings, they are objects ",hate
7391,0,i just need women who know how to treat a bottom beta bitch girl like me right. that are not afraid to take what they want. ,not-hate
7392,1, new post  the threat italy poses to the euro stems from brussels’ refusal to aid italy with the refugee crisis and the outrageous demands that the increased expenditure for the refugees must be deducted from other expenditures ,hate
7393,0,    hmm cunt demeans women here in canada but not in england ,not-hate
7394,1,worker charged with sexually molesting eight children at immigrant shelter  sasc  colga  speakup  speakout ,hate
7395,0,just want me a down bitch all these hoes out here on some other shit ,not-hate
7396,1, legal is. not illegal.  buildthatwall ,hate
7397,1,this is the difference between a grateful immigrant and an illegal gimmegrant! ,hate
7398,0,women only vote for question 6 because their 'best friend' is a homo or chad at the salon told them to.  womensuck ,not-hate
7399,0,"a catholic lay worker, a psychiatrist, a peace advocate, and a social worker are among 2018's winners of the prestigious award  ucanews  thereforthevoiceless  socialjustice  timorleste  india  philippines  vietnam    ",not-hate
7400,0, ...did you just get “not all men” from a woman? interesting thinking face when 1 6 women have experience attempted se… ,not-hate
7401,1,"  buildthatwall and deport, deport, deport. we have a right to live in an illegal less and safe country. ",hate
7402,1,   this needs to be stopped! please investigate! endillegalimmigration  endvoterfraud  endillegalvoting  stopfundingsf votered2018 voterepublican2018 endsancturycities  buildthatwall ,hate
7403,0,"retweet  retweet to save someone is life, it only takes a second, you do not know who will need it  yesallmen ",not-hate
7404,1,retweet  '@toodrunk2care  “@ catsandtats  seriously.  yesallmen' when will women stop treating us like obj… ,hate
7405,0,fake rape bitch is still crying. laughing out loud so upset he did not get the attention he wanted. got your address by the way little ra… ,not-hate
7406,0,  not all men need female warden to rule his life and make him miserable i get you th… ,not-hate
7407,1,this is the place that haunts my dreams. it fills me like darkness fills a room.   more at  ,hate
7408,1,"every refugee deserves ðÿ¤² protectionðÿ  shelterðÿ¤ a chance to start overand...ðÿ‘trade mark underwearthanks to  and  pumabodywear, for playing their part with a 1 for 1 campaign ",hate
7409,0, the official  womensuck twitter page! ,not-hate
7410,0, I will report you for touching dogs dick ,not-hate
7411,1," if the conservatives and labour had played fair on immigration we would not be here wearing brown undies ,on uncertainty . ",hate
7412,1,when your friend tells you they just got an android ,hate
7413,0, truth ,not-hate
7414,0,i was called a slut and who are on the bus b c i did not reciprocate a boys feelings for me  metoo ,not-hate
7415,0,young woman gets loud while she stuffs her cunt ,not-hate
7416,0,it is not the walk of shame if you are shameless ,not-hate
7417,1,friends go home after visiting. economic migrants do not. ,hate
7418,0, republican lawmakers are pleading with the  potus not to deport  melania.  immigration ,not-hate
7419,0," we need to improve our country, schools, neighborhoods, hospitals, prisons, by kicking out the illegals.  buildthedamnwall  buildthatwall ",not-hate
7420,0,"friend  it is been a long time, what have you been up to? me  ",not-hate
7421,0,bitch had the nerve to leave the fucking box in the mail room you fucking cunt bitch fuck ,not-hate
7422,0, borderpatrol  illegalimmigration  illegalaliens  immigrationthere should not be any doubt that liberal... ,not-hate
7423,1,beards... getting ugly guys laid since the trend of 2015... ,hate
7424,0,italy asks other countries to help take in rescued migrants ,not-hate
7425,1,   the main reason that  does not want to talk about her experiences with rape and sexual assault is that she is saving the stories for a more lucrative writing gig. ,hate
7426,0,her  what should i call you me  ,not-hate
7427,1,"here it is  not all women cheat and not all men are trash. be better and you will attract better. also, please do not judge one for the whole group ",hate
7428,0,the ethiopia eritrea rapprochement  what does it mean for refugees? ,not-hate
7429,0,arizona's sb1070.......the gold standard to reduce illegal immigration. ,not-hate
7430,0,hull... city of culture??  to the idiots holding up signs across europe 'refugees welcome' hang your heads in fucking disgrace!!! let us hope it is not one of you next  karma  hateeu  leave ,not-hate
7431,1,sadiq khan reminding me more and more of recep tayyip erdogan with his threats to harm the west through refugees.... ,hate
7432,0,I am surprised my ex girlfriend is not on shark week.... she was a vicious bitch!  womensuck ,not-hate
7433,0, these refugee groups need to get into another line of business. whole refugee industry is a racket. ,not-hate
7434,0,"daca renewal event    the undocumented student services has been notified by the uc immigrant legal services center to take action to support the undocumented students covered under the daca program. as a result of the multiple daca lawsuits,... ",not-hate
7435,0,gagandeep  my experience with carmento immigration  via  ,not-hate
7436,1,"kris kovach and lou barletta, cost hazleton pa  1.4 million with their anti immigrant, racist bs. hazleton needed state bailout, as annual by budget was only  1 million.  kobach cost pa, and  every town he is worked with. vote  bluewave racism hurts everyone. ",hate
7437,1,some of the results of recent eu  migration policy excellently unpacked by  no sustainable solutions in sight. ,hate
7438,1, the only thing 'stinky' is your breath.  americafirst  buildthatwall  scotuskavanaugh and at least two will be appointed by  and there is nothing you can do about it. ,hate
7439,1,she said 'true' relieved face ,hate
7440,0,  oh my god hahaha! yeh rardi! how dare you have bare walls in the middle of decorating . just do it the skank way and paper over the previous... ,not-hate
7441,0,"here is a desperate, irrelevant clown looking to stay relevant. maga  kag  potus  news  trump  walkaway  buildthewall  lockherup  usa  nodaca  liberalismisamentaldisorder  flag  fridayfeeling  fridaymotivation  fakenews ",not-hate
7442,0,anti immigrant party on course to win swedish election next month ,not-hate
7443,0,  where is the outrage an illegal alien permanently separated this woman from her son or does  familiesbelongtogether only apply to illegals!   trump  maga  rednationrising  jobsreoport  immigration  ,not-hate
7444,1,canada should send all the fxin welfare breeding refugees back to where the fx they came from. enough is enough. i am tired of my tax dollars paying for these fxin welfare breeders  send the illegals back.   illegals are not welcome. ,hate
7445,0,"strippers tryin to get me to the champagne rm is my favorite thing.. raised handmedium light skin tone bitch please, you will be paying for this dick by the end of the night ",not-hate
7446,0,"urgent, pls share  this man is trying to rape women he sees walking towards manhattan on the washington bridge, if yo can identify him please call  ",not-hate
7447,1,"you do not have to go home but you can not stay here  for first time in a decade, italian flagged vessel returns migrants to libya. open borders activists outraged ",hate
7448,0,the only hoe i trust is that bitch nina. ,not-hate
7449,1,time to  buildthatwall or shut the government down. ,hate
7450,1,do not blame them being surrounded by neighbours committed to your genocide. buildthewall  buildthatwall ,hate
7451,1,dems want more of this!! ,hate
7452,0,    blocked!! stupid libtard. you are an embarrassment to all men. you beta male bitch. ,not-hate
7453,0,   the ones with beards and hairy chests? those unaccompanied minors aka known as economic migrants and even parasites ,not-hate
7454,1,migrants go home. ,hate
7455,1,when you wake up and she is gone ,hate
7456,1,"we do not need a border wall — especially as roughly 50 percent of illegal immigrants simply overstay legal short term visas. what we need are immigrant quotas backed by immigrant licenses — similar to driver licenses, writes frank from park city ",hate
7457,0,   make sure this illegal alien spends the rest of his life behind bars and make sure his remains are deport at the end of his miserable life. buildthatwall ,not-hate
7458,0,when you finally find 'the one' ,not-hate
7459,1,"if you can not choke her with your cock just let her finger your vagina, princess ",hate
7460,1,"the last time i saw a woman of value was at the strip club, and she was worth  1 lol  ",hate
7461,0,trump doj sues california over 'interference' with immigration enforcement  uncheckedprogressivism ,not-hate
7462,0,"canara bank revises fd interest rates  what sbi, hdfc bank, icici bank pay via  ",not-hate
7463,1, trouble with being vicars daughters you get the sermon on the mount the amount of rubbish immigration excuses the sermon no 1 want ,hate
7464,0, womendisobey is racist and anti african american flashback  obama says illegal immigration hurts american workers via  ,not-hate
7465,1," the rape joke about a girl having sex with sandra's comatose boyfriend was in poor taste, and extremely vile. ",hate
7466,1,"'not all men! if you do not stop generalizing men, we will not be your allies!' ",hate
7467,0, million illegal aliens costing you.s taxpyers  135 billion a year! now illegals refuse to take their kids back want them to stay in you.s for freebies that is an illegal  immigration crisis !  walkaway  votedemsout  trump  maga  sendthemback ,not-hate
7468,0,love a bitch for what ? all she good for is sucking dick! ,not-hate
7469,1,"and much more recently   still, nothing shameful for tom watson here. ",hate
7470,0,new citizens concerned over immigration debate ,not-hate
7471,0,"this is literally self proclaimed nice guys. they will be the ones going ""not all men! i would not do that!!!!""shut the fuck up man no one fucking cares your feelings are hurt when women get harassed for not covering up their pinkie fingers or sumn ",not-hate
7472,0,"the woman who accused rapper, nelly of rape, has refused to testify against him in court and has asked for the case to be dropped. ",not-hate
7473,1,why were not the democrats in the streets marching for the separated families of people like jamiel shaw when he was separated from his son forever after jamiel jr. was shot and murdered by an illegal alien?  separatingfamilies  buildthatwall  maga  bgr  blacksgonered ,hate
7474,1, fucking hoe ass fucking cunt shut  your fucking dirty ass mouth you fucking bitch i am going to fucking block you ,hate
7475,0,"people in india be worried like where would those 40lakhs immigrants go. but what about those indigenous people whose communities does not even reach 40 lakhs. think for those indians living in assam. if you care so much for immigrats, you can take them home in your town  nrcassam ",not-hate
7476,0,"an actual border cuts of human trafficking, drug trafficking, weapons trafficking and illegal immigrants, many of which are now terrorists   isis and  ms13 .I am tired of america paying for everyone globally when so many here are homeless.support america and  buildthewall  ",not-hate
7477,0,me trying to flirt ,not-hate
7478,0," wakeup  spain !! stop  illegalimmigration , and  sendthemback . ",not-hate
7479,1,"protesters condemn us treatment of migrants, block bus ",hate
7480,1,there is an aandare  dj that works at radio owes alot of uk artist in my era a massive apology you played alot of games god na sleep pussy hole ,hate
7481,1,"why adding a citizenship question on the census will hurt red states      ""a census that fails to capture their growing immigrant populations is a census that hamstrings the economic vitality of cities and towns in conservative america."" ",hate
7482,1,pre paid cards for refugees in turkey ,hate
7483,0,this is in usatime to raise some hell and get these people out of heretheir sharia laws are not welcome herevote all muslims out of office.vote all dems outthey will destroy our country!!  walkaway  buildthatwall ,not-hate
7484,1,"i love my religious brothers and sisters, but  fuck you, you are not even a real theocrat you fat usless bitch. ",hate
7485,0,"   slut. who are. floozy. harlot. skank. pick whatever word you want, and keep the sa… ",not-hate
7486,0,"sometimes i wish we were not cousins cs  your a bitch butttt i love you who are, you are only young once but immat you are for a… ",not-hate
